jobTitle,location,description,jobType,skills,jobId,combined_features
Product Manager ,{Bangalore}," Help in developing and implementing product vision and strategy.
 Meet regularly with key customer facing teams to collect and analyse user
feedback to shape new product ideas and user requirements.
 Understand various data points available in the data warehouse and also from
external source and be able to bring insights by collating multiple data points
 Implements usage tracking and analyze patterns to validate new feature
requirement.
 Have strong solution skills in translating customer needs to product
functionalities.
 Work with leadership team in planning the product roadmap.
 Convert ideas to prototypes and demonstrate them to the key partners.
 Coordinate with engineering team to plan and deliver features on time.
 Represent company in product or domain specific conferences and events.
 Stay on top of the market and competitions.
 Act like an owner for the success of your product.",Permanent,"['{""product', 'management""}']",JDPM2259," Help in developing and implementing product vision and strategy.
 Meet regularly with key customer facing teams to collect and analyse user
feedback to shape new product ideas and user requirements.
 Understand various data points available in the data warehouse and also from
external source and be able to bring insights by collating multiple data points
 Implements usage tracking and analyze patterns to validate new feature
requirement.
 Have strong solution skills in translating customer needs to product
functionalities.
 Work with leadership team in planning the product roadmap.
 Convert ideas to prototypes and demonstrate them to the key partners.
 Coordinate with engineering team to plan and deliver features on time.
 Represent company in product or domain specific conferences and events.
 Stay on top of the market and competitions.
 Act like an owner for the success of your product. ['{""product', 'management""}']"
Oracle ERP Cloud Analyst - Finance (OTC),{Bengaluru},"Job Description Experience: 8+ Yrs  Shift Time: 1 PM to 9 PM (But should be flexible stretch if required)  Notice Period: Immediate to Max 15 days  Job Requirement:  •    8 + years’ experience in Oracle EBS/ERP. •    5 + Years functional exp in Oracle ERP Cloud is must with Quote to Cash business Process knowledge. •    5+ Years design, configuration and solution exp in Oracle Cloud modules such as (Subscription Management, Contract, Account Receivables Collections, Customer Master, RMCS)     •    PPM and GL exp highly desired •    Proven experience in designing custom, end-user solutions. •    In addition to technical expertise, a sound understanding of business processes and e2eintegration is a critical skill. •    Strong process improvement skills. •    Strong organizational skills and some project management experience required. •    Motivated self-starter with ability to work independently, adapt to changing priorities, •    Handle multiple assignments. •    Ability to collaborate",Permanent,"['{""oracle', 'ebs""', '""oracle', 'cloud""}']",JDOE8722,"Job Description Experience: 8+ Yrs  Shift Time: 1 PM to 9 PM (But should be flexible stretch if required)  Notice Period: Immediate to Max 15 days  Job Requirement:  •    8 + years’ experience in Oracle EBS/ERP. •    5 + Years functional exp in Oracle ERP Cloud is must with Quote to Cash business Process knowledge. •    5+ Years design, configuration and solution exp in Oracle Cloud modules such as (Subscription Management, Contract, Account Receivables Collections, Customer Master, RMCS)     •    PPM and GL exp highly desired •    Proven experience in designing custom, end-user solutions. •    In addition to technical expertise, a sound understanding of business processes and e2eintegration is a critical skill. •    Strong process improvement skills. •    Strong organizational skills and some project management experience required. •    Motivated self-starter with ability to work independently, adapt to changing priorities, •    Handle multiple assignments. •    Ability to collaborate ['{""oracle', 'ebs""', '""oracle', 'cloud""}']"
Devops Engineer,{Hyderabad},"Requirements:
2+ years of experience in supporting and maintaining cloud Infrastructure
Experience with the deployment of infrastructure and applications in Azure
Experience with Build technologies and cloud services (Jenkins/Azure DevOps)
Experience in creating CI/CD pipelines using the YAML script
Strong experience in scripting with PowerShell/Bash/Python/YAML, etc.
Expertise in source code management systems like GIT and Bitbucket
Knowledge of Branching, Merging, and release strategies
Strong experience in scripting with PowerShell/Bash/Python/YAML, etc.
Knowledge inn Azure services like Service fabric, Virtual Machines, Monitor, Billing etc.,
Knowledge of Monitoring tools (ELK, Log analytics workspace, Nagios, Splunk,
and CloudWatch)
Knowledge of Nginx and Linux Web Server (Apache) Administration
Kubernetes/AKS a BIG plus, but not mandatory
Good knowledge on Containers, Ansible.
Good to have knowledge on AWS, GCP clouds.
Strong experience in scripting with PowerShell/Bash/Python/YAML, etc.
Support the entire production and staging environments for reliability, and uptime, with 99.99%
Configure monitoring and alerting systems for the applications and platform
services
Perform troubleshooting on performance issues, automated job failures, high
availability solutions, and backup/restore issues.
Should be familiar with capacity planning, auto-scaling, and Disaster Recovery(DR)
Ability to keep up with software development trends and innovation.
Collaborate with the Technology Services team to develop CI/CD solutions that improve efficiency and optimize deployment time.
Proficiency in documenting processes and monitoring performance metrics.
Troubleshoot server performance issues and handling of continuous integration system.
Provide maintenance, Support 24/7 collaborating with developers on software requirement.
Own the complete DevOps process (source code to release) for all environments
(Development, Testing, Staging/UAT/PreProd, and Production)",Permanent,"['{""azure', 'devops""}']",JDDE8655,"Requirements:
2+ years of experience in supporting and maintaining cloud Infrastructure
Experience with the deployment of infrastructure and applications in Azure
Experience with Build technologies and cloud services (Jenkins/Azure DevOps)
Experience in creating CI/CD pipelines using the YAML script
Strong experience in scripting with PowerShell/Bash/Python/YAML, etc.
Expertise in source code management systems like GIT and Bitbucket
Knowledge of Branching, Merging, and release strategies
Strong experience in scripting with PowerShell/Bash/Python/YAML, etc.
Knowledge inn Azure services like Service fabric, Virtual Machines, Monitor, Billing etc.,
Knowledge of Monitoring tools (ELK, Log analytics workspace, Nagios, Splunk,
and CloudWatch)
Knowledge of Nginx and Linux Web Server (Apache) Administration
Kubernetes/AKS a BIG plus, but not mandatory
Good knowledge on Containers, Ansible.
Good to have knowledge on AWS, GCP clouds.
Strong experience in scripting with PowerShell/Bash/Python/YAML, etc.
Support the entire production and staging environments for reliability, and uptime, with 99.99%
Configure monitoring and alerting systems for the applications and platform
services
Perform troubleshooting on performance issues, automated job failures, high
availability solutions, and backup/restore issues.
Should be familiar with capacity planning, auto-scaling, and Disaster Recovery(DR)
Ability to keep up with software development trends and innovation.
Collaborate with the Technology Services team to develop CI/CD solutions that improve efficiency and optimize deployment time.
Proficiency in documenting processes and monitoring performance metrics.
Troubleshoot server performance issues and handling of continuous integration system.
Provide maintenance, Support 24/7 collaborating with developers on software requirement.
Own the complete DevOps process (source code to release) for all environments
(Development, Testing, Staging/UAT/PreProd, and Production) ['{""azure', 'devops""}']"
content writer,"{""Hyderabad ""}","●	Bachelors/Masters in English/Mass Comm 
●	Proficiency with computers, especially with Google Docs ",Permanent,"['{""ms', 'office""', '""google', 'doc""', '""verbal', 'writing""}']",JDCW2263,"●	Bachelors/Masters in English/Mass Comm 
●	Proficiency with computers, especially with Google Docs  ['{""ms', 'office""', '""google', 'doc""', '""verbal', 'writing""}']"
Senior Dot net full stack developer,"{""Mumbai Kolkata""}","RESPONSIBILITIES:  ● Design, build and maintain high performance, reusable, and reliable code  ● Code Review  ● Technical solutioning  ● Translate designs and wireframes into high-quality code  ● Ensure the best possible performance, quality, and responsiveness of the  application  ● Identify and correct bottlenecks and fix bugs  ● Help maintain code quality, organization, and automatization",Permanent,"['{.net', 'angular}']",JDSD4173,"RESPONSIBILITIES:  ● Design, build and maintain high performance, reusable, and reliable code  ● Code Review  ● Technical solutioning  ● Translate designs and wireframes into high-quality code  ● Ensure the best possible performance, quality, and responsiveness of the  application  ● Identify and correct bottlenecks and fix bugs  ● Help maintain code quality, organization, and automatization ['{.net', 'angular}']"
Sr. Lead Helpdesk Specialist,{Bangalore},"Manage IT Helpdesk Support projects - Computer systems, O365, Active directory, Software/ hardware installation. Should have handled at least a team of 7 people. Should have at least 2+ Yrs of experience in team handling. Provide training, and conduct performance evaluations. Application support working knowledge on tools like Informatica and Tableau, PBI. Good experience with MS-Office products. Reporting skills with Ms Excel and PowerPoint mandatory. The ability to balance and prioritize multiple projects. Experience working with multi-tiered ticket handling/resolution systems. Certification - ITIL version 3 or 4 preferred. Creates and maintains the Knowledge base (detailed and complete) - of industry standards and trends in technology, customer service protocols, and available resources. Reporting of metrics and KPIs for the Helpdesk. Manage escalations and ensure any issues are resolved in a timely manner. Flexibility - Willing to work in shifts 24/7. Handling interviews of Helpdes",Permanent,"['{""team', 'management""', '""', 'project', 'management""', '""', 'o365""', '""', 'active', 'directory""', '""', 'informatica', '&', 'tableau', '""}']",JDSL5408,"Manage IT Helpdesk Support projects - Computer systems, O365, Active directory, Software/ hardware installation. Should have handled at least a team of 7 people. Should have at least 2+ Yrs of experience in team handling. Provide training, and conduct performance evaluations. Application support working knowledge on tools like Informatica and Tableau, PBI. Good experience with MS-Office products. Reporting skills with Ms Excel and PowerPoint mandatory. The ability to balance and prioritize multiple projects. Experience working with multi-tiered ticket handling/resolution systems. Certification - ITIL version 3 or 4 preferred. Creates and maintains the Knowledge base (detailed and complete) - of industry standards and trends in technology, customer service protocols, and available resources. Reporting of metrics and KPIs for the Helpdesk. Manage escalations and ensure any issues are resolved in a timely manner. Flexibility - Willing to work in shifts 24/7. Handling interviews of Helpdes ['{""team', 'management""', '""', 'project', 'management""', '""', 'o365""', '""', 'active', 'directory""', '""', 'informatica', '&', 'tableau', '""}']"
Aggregation Engineer,{Bangalore},"Bachelor’s or Master’s degree in Computer Science or Engineering, 3-4 (Only In Between Not more than or Less ) years hands on Experience in Java Experience in frameworks like Spring, Hibernate; Experience in Web App technologies (HTML, CSS, JavaScript, jQuery) Competence in Linux platform; Having knowledge of Xpath, regex Familiarity in Maven, Git Familiarity of Continuous Integration tools (Jenkins etc) Familiarity in Unit Testing (Junit) Familiarity in Selenium",Permanent,"['{""java', 'developer""', 'spring', 'hibernate', '""unit', 'testing""}']",JDAE8888,"Bachelor’s or Master’s degree in Computer Science or Engineering, 3-4 (Only In Between Not more than or Less ) years hands on Experience in Java Experience in frameworks like Spring, Hibernate; Experience in Web App technologies (HTML, CSS, JavaScript, jQuery) Competence in Linux platform; Having knowledge of Xpath, regex Familiarity in Maven, Git Familiarity of Continuous Integration tools (Jenkins etc) Familiarity in Unit Testing (Junit) Familiarity in Selenium ['{""java', 'developer""', 'spring', 'hibernate', '""unit', 'testing""}']"
Node js developer,"{""Ahmedabad, Hyderabad, Remote (preferable from Pune or Delhi)""}","Developing and maintaining all server-side network components.
Ensuring optimal performance of the central database and responsiveness to front-end requests.
Collaborating with front-end developers on the integration of elements.
Designing customer-facing UI and back-end services for various business processes.
Developing high-performance applications by writing testable, reusable, and efficient code.
Implementing effective security protocols, data protection measures, and storage solutions.
Running diagnostic tests, repairing defects, and providing technical support.
Documenting Node.js processes, including database schemas, as well as preparing reports.
Recommending and implementing improvements to processes and technologies.
Keeping informed of advancements in the field of Node.js development.",Permanent,"['{""node', 'js""', '""type', 'script""', '""mango', 'db""', 'aws', 'microservice}']",JDNJ1082,"Developing and maintaining all server-side network components.
Ensuring optimal performance of the central database and responsiveness to front-end requests.
Collaborating with front-end developers on the integration of elements.
Designing customer-facing UI and back-end services for various business processes.
Developing high-performance applications by writing testable, reusable, and efficient code.
Implementing effective security protocols, data protection measures, and storage solutions.
Running diagnostic tests, repairing defects, and providing technical support.
Documenting Node.js processes, including database schemas, as well as preparing reports.
Recommending and implementing improvements to processes and technologies.
Keeping informed of advancements in the field of Node.js development. ['{""node', 'js""', '""type', 'script""', '""mango', 'db""', 'aws', 'microservice}']"
Technical Architect,{bangalore},Should have knowledge on software architecture nd design,Permanent,"['{c#.net', 'vb.net', 'xamarian(forms', 'android', 'ios)}']",JDTA9914,"Should have knowledge on software architecture nd design ['{c#.net', 'vb.net', 'xamarian(forms', 'android', 'ios)}']"
Product Manager and Associate Product Manager,{Bangalore},"Classification: All - Finance / Accounts / Investment Banking

Skills Required: Software as a Service (SaaS),Business to Business (B2B) Sales,Product Management,Android Software Development Kit (SDK),iOS SDK,Systems Development Life Cycle (SDLC),WebAPI,Windows Programming / API,SQL API

Job Description
Experience: 4-6 Years
Relevant Experience: Min. 1 year employment experience in product management for Associate Product Manager (APM). Min. 3 years employment experience in product management for Product Manager (PM).
Salary: 14LPA-22LPA
Location: Bangalore ( Work from office )
Notice period: Immediate: 30 days max
Interview process: 4 to 5 rounds of interview, First 3 - 4 rounds virtual. Final round will be face to face.


Position Overview:
As an Associate Product Manager / Product Manager, you will play a pivotal role in shaping the direction
of our products, driving their development, and ensuring their success in the market. You will work closely
with cross-functional teams, including engineering, design, customer success, business analysts and sales,
to define and execute product strategies that align with our business goals. The ideal candidate will possess
a unique blend of technical expertise, startup experience, and a strong drive to make an impact.

Responsibilities:

Develop a deep understanding of customer needs, market trends, and competitive landscape to identify new product opportunities and drive innovation.
Collaborate with stakeholders to define product vision, strategy, and roadmap, taking into account business goals, user feedback, and technical feasibility.
Translate product requirements into clear and actionable user stories, specifications, and functional requirements for the engineering team.
Work closely with the engineering and business team to prioritize features, track progress, and ensure timely delivery of high-quality products.
Conduct market research and competitive analysis to identify market gaps, evaluate product positioning, and make data-driven recommendations.
Collaborate with design teams to create intuitive and user-centric product experiences that delight our customers.
Define and analyze key product metrics to measure success, identify areas for improvement, and drive data-informed product decisions.
Collaborate with technical writers to ensure the documentation of the product is up-to-date.
Act as a subject matter expert and provide guidance to the customer support and sales teams regarding product features, functionality, and use cases.
Stay up-to-date with industry trends, emerging technologies, and best practices in product management, and contribute to a culture of continuous learning and improvement within the organization.
Requirements:

Min. 1 year employment experience in product management for Associate Product Manager (APM). Min. 3 years employment experience in product management for Product Manager (PM).
No freshers are eligible for this role.
APM or PM role/designation would be decided only after completion of interview rounds depending on the candidate’s performance during the interview rounds.
Throughout experience should be in product management only. Preference will be given to candidates with B2B SaaS (Business to Business Software as a Service), Marketing Automation,
Integrations, CDP (Customer Data Platform), etc. experience. Candidates from startup or high- growth environment would be preferred.
Prior experience in building marketing technology products is a plus.
Strong technical background with a solid understanding of APIs, SDKs and SDLC processes.
Demonstrated ability to take ownership of products, drive initiatives, and deliver results in a fast- paced and dynamic environment.
Proven track record of successfully launching and managing products throughout their lifecycle.
Excellent problem-solving and analytical skills, with a data-driven and detail-oriented approach.
Exceptional communication and interpersonal skills, with the ability to collaborate effectively with cross-functional teams.
Self-motivated and proactive, with a strong sense of urgency and the ability to thrive in a rapidly changing environment.
Passion for technology, startups, and creating innovative solutions that solve real-world problems.
Bachelor's degree in a relevant field (Computer Science, Engineering, Business, or equivalent). An MBA or other relevant postgraduate degree is a plus.
Reporting:
The Product team is led by Senior Product Manager. The selected candidate would report to Senior Product Manager.",Permanent,"['{""software', 'as', 'a', 'service""', '""business', 'to', 'business""', '""product', 'management""', '""android', 'software', 'development', 'kit""}']",JDPM8306,"Classification: All - Finance / Accounts / Investment Banking

Skills Required: Software as a Service (SaaS),Business to Business (B2B) Sales,Product Management,Android Software Development Kit (SDK),iOS SDK,Systems Development Life Cycle (SDLC),WebAPI,Windows Programming / API,SQL API

Job Description
Experience: 4-6 Years
Relevant Experience: Min. 1 year employment experience in product management for Associate Product Manager (APM). Min. 3 years employment experience in product management for Product Manager (PM).
Salary: 14LPA-22LPA
Location: Bangalore ( Work from office )
Notice period: Immediate: 30 days max
Interview process: 4 to 5 rounds of interview, First 3 - 4 rounds virtual. Final round will be face to face.


Position Overview:
As an Associate Product Manager / Product Manager, you will play a pivotal role in shaping the direction
of our products, driving their development, and ensuring their success in the market. You will work closely
with cross-functional teams, including engineering, design, customer success, business analysts and sales,
to define and execute product strategies that align with our business goals. The ideal candidate will possess
a unique blend of technical expertise, startup experience, and a strong drive to make an impact.

Responsibilities:

Develop a deep understanding of customer needs, market trends, and competitive landscape to identify new product opportunities and drive innovation.
Collaborate with stakeholders to define product vision, strategy, and roadmap, taking into account business goals, user feedback, and technical feasibility.
Translate product requirements into clear and actionable user stories, specifications, and functional requirements for the engineering team.
Work closely with the engineering and business team to prioritize features, track progress, and ensure timely delivery of high-quality products.
Conduct market research and competitive analysis to identify market gaps, evaluate product positioning, and make data-driven recommendations.
Collaborate with design teams to create intuitive and user-centric product experiences that delight our customers.
Define and analyze key product metrics to measure success, identify areas for improvement, and drive data-informed product decisions.
Collaborate with technical writers to ensure the documentation of the product is up-to-date.
Act as a subject matter expert and provide guidance to the customer support and sales teams regarding product features, functionality, and use cases.
Stay up-to-date with industry trends, emerging technologies, and best practices in product management, and contribute to a culture of continuous learning and improvement within the organization.
Requirements:

Min. 1 year employment experience in product management for Associate Product Manager (APM). Min. 3 years employment experience in product management for Product Manager (PM).
No freshers are eligible for this role.
APM or PM role/designation would be decided only after completion of interview rounds depending on the candidate’s performance during the interview rounds.
Throughout experience should be in product management only. Preference will be given to candidates with B2B SaaS (Business to Business Software as a Service), Marketing Automation,
Integrations, CDP (Customer Data Platform), etc. experience. Candidates from startup or high- growth environment would be preferred.
Prior experience in building marketing technology products is a plus.
Strong technical background with a solid understanding of APIs, SDKs and SDLC processes.
Demonstrated ability to take ownership of products, drive initiatives, and deliver results in a fast- paced and dynamic environment.
Proven track record of successfully launching and managing products throughout their lifecycle.
Excellent problem-solving and analytical skills, with a data-driven and detail-oriented approach.
Exceptional communication and interpersonal skills, with the ability to collaborate effectively with cross-functional teams.
Self-motivated and proactive, with a strong sense of urgency and the ability to thrive in a rapidly changing environment.
Passion for technology, startups, and creating innovative solutions that solve real-world problems.
Bachelor's degree in a relevant field (Computer Science, Engineering, Business, or equivalent). An MBA or other relevant postgraduate degree is a plus.
Reporting:
The Product team is led by Senior Product Manager. The selected candidate would report to Senior Product Manager. ['{""software', 'as', 'a', 'service""', '""business', 'to', 'business""', '""product', 'management""', '""android', 'software', 'development', 'kit""}']"
Sr Process Associate AP/Process Associate,{Bengaluru},"Job Description SHIFT TIME: 6 PM to 3 AM/ 3 PM to 12 MIdnight  Excellent English WORK FROM OFFICE DETAIL •    Should be a B.Com graduate. •    Should have 4-5 years of experience in Accounts Payables, handling end-to-end payables. •    Should have sound accounting knowledge. •    Immediate joiners preferred. •    Should be open to working during US hours and flexible to support extended hours  .    Customer interaction hence good english SKILLS •    Proficient with Microsoft applications and good knowledge of excel. •    Possess good communication skills, both oral and written •    Have a good attitude - should be committed to the work •    Ability to take initiative, meet tight deadlines, and prioritize workload •    Good interpersonal skills and team player",Permanent,"['{""accounts', 'payable""', '""accounting', 'knowledge""}']",JDSP4602,"Job Description SHIFT TIME: 6 PM to 3 AM/ 3 PM to 12 MIdnight  Excellent English WORK FROM OFFICE DETAIL •    Should be a B.Com graduate. •    Should have 4-5 years of experience in Accounts Payables, handling end-to-end payables. •    Should have sound accounting knowledge. •    Immediate joiners preferred. •    Should be open to working during US hours and flexible to support extended hours  .    Customer interaction hence good english SKILLS •    Proficient with Microsoft applications and good knowledge of excel. •    Possess good communication skills, both oral and written •    Have a good attitude - should be committed to the work •    Ability to take initiative, meet tight deadlines, and prioritize workload •    Good interpersonal skills and team player ['{""accounts', 'payable""', '""accounting', 'knowledge""}']"
Magento developer,"{""Remote ""}","Role and Responsibilities
Passionate about adding value and giving customers a delightful experience through technical competence.
Managing development processes &amp; working notes
Generating error-free code and compliance of SOW
Guiding team members, supervising their work and helping them grow in technical skills
Managing client communication for projects assigned
Be active part in technical revolution and technical transformation in company
Handle queries and technical issues of clients
Doing impact analysis
Be flexible to manage projects on varied technologies
Reporting on project activities and ensuring timely completion of projects
Qualifications and Skills
Proven work experience of more than 1-3 years
Should have a robust and proven background in object-oriented programming using PHP.
Highly focused individual who is passionate about technology and make stuff work
Logical &amp; reasoning ability
Excellent communication skills
Confident, self-motivated individuals, who work well in team environments
Understanding of Magento framework / architecture Module creation
JavaScript jQuery, Prototype, JSON Git / Version Control Branching and merging workflows. Working with remotes, git-flow Skills
PHP OOP, MVC and ORM jQuery Laravel, Codeigniter, YII, Zend, Symfony JavaScript
and its libraries/frameworks MySQL HTML and CSS core understanding Magento (minimum of 6 months experience)",Permanent,"['{javascript', 'php', 'magento', 'jquery}']",JDMD3902,"Role and Responsibilities
Passionate about adding value and giving customers a delightful experience through technical competence.
Managing development processes &amp; working notes
Generating error-free code and compliance of SOW
Guiding team members, supervising their work and helping them grow in technical skills
Managing client communication for projects assigned
Be active part in technical revolution and technical transformation in company
Handle queries and technical issues of clients
Doing impact analysis
Be flexible to manage projects on varied technologies
Reporting on project activities and ensuring timely completion of projects
Qualifications and Skills
Proven work experience of more than 1-3 years
Should have a robust and proven background in object-oriented programming using PHP.
Highly focused individual who is passionate about technology and make stuff work
Logical &amp; reasoning ability
Excellent communication skills
Confident, self-motivated individuals, who work well in team environments
Understanding of Magento framework / architecture Module creation
JavaScript jQuery, Prototype, JSON Git / Version Control Branching and merging workflows. Working with remotes, git-flow Skills
PHP OOP, MVC and ORM jQuery Laravel, Codeigniter, YII, Zend, Symfony JavaScript
and its libraries/frameworks MySQL HTML and CSS core understanding Magento (minimum of 6 months experience) ['{javascript', 'php', 'magento', 'jquery}']"
Jr UI Developer,{Hyderabad},"Previous  training experience with ReactJS Good knowledge of javascript, CSS, HTML and front-end languages. Good knowledge of REACT tools including ReactJS, Redux, Axios. Knowledge of Kendo UI widgets is not mandatory but preferred. Training Experience with browser-based debugging and performance testing software. Good troubleshooting skills.",Permanent,['{reactjs}'],JDJU1149,"Previous  training experience with ReactJS Good knowledge of javascript, CSS, HTML and front-end languages. Good knowledge of REACT tools including ReactJS, Redux, Axios. Knowledge of Kendo UI widgets is not mandatory but preferred. Training Experience with browser-based debugging and performance testing software. Good troubleshooting skills. ['{reactjs}']"
Master Data Analysis - Sr Associate,{Bengaluru},Analyse and review data of new customer to assign and credit terms.  •             Follow up with re,Permanent,"['{""order', 'to', 'cash""', '""o2c', 'cash', 'apps""}']",JDMD9035,"Analyse and review data of new customer to assign and credit terms.  •             Follow up with re ['{""order', 'to', 'cash""', '""o2c', 'cash', 'apps""}']"
Integration Lead Dellboomi,{ChennaiMumbaiPune},"• Strong development background with transformation and integration technologies and standards
(XML, XSD, XSLT, XPath, Java, Groovy Etc.).
Strong knowledge in Boomi Services like Integration, Api Management, MDM is required.
Knowledge of Dell Boomi Monitoring, Application Admin activities.
Should have worked in cloud, hybrid and on-premise integration landscapes. (Experience in
Managed Cloud Setup is preferable)
Basic knowledge on AWS concepts
Strong SQL, Stored Procedures and DB skills
•  Good Analytical skills, verbal and oral communication is mandatory.
•  Ability to interact with different functional areas with excellent  interpersonal and communication skills
•  Experience working in Agile Development Methodologies such as SCRUM",Permanent,"['{dellboomi', 'apijee}']",JDIL3138,"• Strong development background with transformation and integration technologies and standards
(XML, XSD, XSLT, XPath, Java, Groovy Etc.).
Strong knowledge in Boomi Services like Integration, Api Management, MDM is required.
Knowledge of Dell Boomi Monitoring, Application Admin activities.
Should have worked in cloud, hybrid and on-premise integration landscapes. (Experience in
Managed Cloud Setup is preferable)
Basic knowledge on AWS concepts
Strong SQL, Stored Procedures and DB skills
•  Good Analytical skills, verbal and oral communication is mandatory.
•  Ability to interact with different functional areas with excellent  interpersonal and communication skills
•  Experience working in Agile Development Methodologies such as SCRUM ['{dellboomi', 'apijee}']"
Global Payroll Manager,{Bangalore},"JD for Global Payroll Manager –

A Global Payroll Manager is responsible for overseeing the payroll process for clients operating across multiple countries. This role is to ensure that all employees are paid accurately and on time, while complying with relevant laws and regulations in each country.


Key responsibilities of a Global Payroll Manager include –

1.    Ensure payroll compliance: He/she is responsible for ensuring payroll compliance with all applicable tax, social security, and labor laws in each country. He/she needs to be familiar with tax treaties and agreements between countries that could impact payroll

2.    Manage payroll team: The Global Payroll Manager must manage and lead a team of 12-14 (and growing) payroll professionals to ensure that all payroll activities are completed accurately and on time.

3.    Core technical: He/she must be hands on and very much familiar with payroll process (US, Canada, EMEA, APAC primarily), onboarding, offboarding, PTO, garnishments, various reports, employee query handling, year-end employee reports (W2 and others) and other payroll reports, helping and reviewing SOPs.

4.    Manage and supervise a team of payroll specialists to ensure that payroll processes are executed in a timely and accurate manner.

5.    Ensure compliance with all applicable payroll regulations and tax laws for both US and EMEA regions.

6.    Ensure timely filing of all payroll-related tax returns and payments.

7.    Work closely with other departments such as HR, Finance, and Legal to ensure seamless coordination of payroll-related activities.

8.    Transition experience: Has hands on experience in transitioning work to India, gets hands dirty at the initial phase, team the juniors on the activities to be performed, building initial impression with the client, ensuring error free, on time transition.

9.    Manage relationships with the client: He/she must build and maintain relationships with the clients, understand the requirements and implement the same. Also, suggest best practices.

10.    Collaborate with internal stakeholders: He/she must work closely with internal stakeholders, managers to build an efficient team, staffing needs, optimize existing resource.

11.    Continuously improve payroll process: He/she must identify areas for improvement and implement changes to streamline the payroll process, reduce errors, and increase efficiency.

12.    Building a strong sustainable culture: Build a strong team of culture with collaboration, team building, professionalism.



Qualification and experience required –

•    Bachelor's degree in Business Administration, Accounting, or related field
•    14+ years of experience in payroll management, preferably in a shared services environment
•    Thorough knowledge of US and EMEA payroll regulations and tax laws
•    Experience working with leading payroll applications such as ADP, Workday, UKG
•    Strong leadership and supervisory skills, with the ability to motivate and manage a team.
•    Excellent analytical and problem-solving skills
•    Strong communication and interpersonal skills, with the ability to work effectively with all levels of the organization.
•    Detail-oriented with the ability to manage multiple priorities in a fast-paced environment.
•    Knowledge of HRIS systems and reporting tools is a plus.

Work timing -
Work from office with hybrid model, preferred US hours, however flexible working from 3pm to 12am IST with flexibility during pay days or critical transition days.",Permanent,"['{""usa', 'canada', 'and', 'apac', 'payroll""', '""ensure', 'payroll', 'compliance""', '""strong', 'leadership', 'and', 'supervisory', 'skills""', '""problem', 'solving', 'skills""}']",JDGP3661,"JD for Global Payroll Manager –

A Global Payroll Manager is responsible for overseeing the payroll process for clients operating across multiple countries. This role is to ensure that all employees are paid accurately and on time, while complying with relevant laws and regulations in each country.


Key responsibilities of a Global Payroll Manager include –

1.    Ensure payroll compliance: He/she is responsible for ensuring payroll compliance with all applicable tax, social security, and labor laws in each country. He/she needs to be familiar with tax treaties and agreements between countries that could impact payroll

2.    Manage payroll team: The Global Payroll Manager must manage and lead a team of 12-14 (and growing) payroll professionals to ensure that all payroll activities are completed accurately and on time.

3.    Core technical: He/she must be hands on and very much familiar with payroll process (US, Canada, EMEA, APAC primarily), onboarding, offboarding, PTO, garnishments, various reports, employee query handling, year-end employee reports (W2 and others) and other payroll reports, helping and reviewing SOPs.

4.    Manage and supervise a team of payroll specialists to ensure that payroll processes are executed in a timely and accurate manner.

5.    Ensure compliance with all applicable payroll regulations and tax laws for both US and EMEA regions.

6.    Ensure timely filing of all payroll-related tax returns and payments.

7.    Work closely with other departments such as HR, Finance, and Legal to ensure seamless coordination of payroll-related activities.

8.    Transition experience: Has hands on experience in transitioning work to India, gets hands dirty at the initial phase, team the juniors on the activities to be performed, building initial impression with the client, ensuring error free, on time transition.

9.    Manage relationships with the client: He/she must build and maintain relationships with the clients, understand the requirements and implement the same. Also, suggest best practices.

10.    Collaborate with internal stakeholders: He/she must work closely with internal stakeholders, managers to build an efficient team, staffing needs, optimize existing resource.

11.    Continuously improve payroll process: He/she must identify areas for improvement and implement changes to streamline the payroll process, reduce errors, and increase efficiency.

12.    Building a strong sustainable culture: Build a strong team of culture with collaboration, team building, professionalism.



Qualification and experience required –

•    Bachelor's degree in Business Administration, Accounting, or related field
•    14+ years of experience in payroll management, preferably in a shared services environment
•    Thorough knowledge of US and EMEA payroll regulations and tax laws
•    Experience working with leading payroll applications such as ADP, Workday, UKG
•    Strong leadership and supervisory skills, with the ability to motivate and manage a team.
•    Excellent analytical and problem-solving skills
•    Strong communication and interpersonal skills, with the ability to work effectively with all levels of the organization.
•    Detail-oriented with the ability to manage multiple priorities in a fast-paced environment.
•    Knowledge of HRIS systems and reporting tools is a plus.

Work timing -
Work from office with hybrid model, preferred US hours, however flexible working from 3pm to 12am IST with flexibility during pay days or critical transition days. ['{""usa', 'canada', 'and', 'apac', 'payroll""', '""ensure', 'payroll', 'compliance""', '""strong', 'leadership', 'and', 'supervisory', 'skills""', '""problem', 'solving', 'skills""}']"
